appid,Name,January 2019,February 2019,March 2019,April 2019,May 2019,June 2019,July 2019,August 2019,September 2019,October 2019,November 2019,December 2019,January 2020,February 2020,March 2020,April 2020,May 2020,June 2020,July 2020,August 2020,September 2020,October 2020,November 2020,December 2020,January 2021,February 2021,March 2021,April 2021,May 2021,June 2021,July 2021,August 2021,September 2021,October 2021,November 2021,December 2021,January 2022,February 2022,March 2022,April 2022,May 2022,June 2022,July 2022,August 2022,September 2022,October 2022,November 2022,December 2022
973360.0,Evenness Sensory Space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980740.0,Boise Historic Natatorium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982830.0,Cappasity Demo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996150.0,SUBURI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999880.0,NASA's Exoplanet Excursions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000510.0,The Marvellous Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.07,0.02,0.02,0.02,0.03,0.02,0.03
1012510.0,Greenland Melting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018590.0,Virtual Diary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023340.0,Radiant Ascent VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023710.0,KameaVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023940.0,VR-CPR Personal Edition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024640.0,AppGameKit Studio,,,,,,,9.29,5.93,6.93,5.93,5.77,6.05,7.39,7.38,5.73,6.0,6.51,7.6,6.92,7.92,4.73,4.83,4.35,6.28,7.24,6.19,5.69,5.12,3.96,3.48,4.54,4.63,3.9,5.13,5.71,6.31,5.84,4.79,7.51,7.33,4.81,6.74,3.82,2.97,2.14,3.4,2.56,2.04
1035340.0,眼睛（眼球）结构研究,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046610.0,foreverloops BEATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046910.0,Dissection Simulator: Frog Edition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058990.0,MissionMaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068620.0,The Crystal Reef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074870.0,Typing Instructor for Kids Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.05,0.05,0.92,0.78,1.01,0.42,0.39,1.3
1074880.0,Typing Instructor Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081600.0,Fractal Gallery VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081730.0,3D Organon VR Anatomy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091220.0,Wavelength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093310.0,Reebyte : Visual Novel and Interactive App Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.1
1096900.0,RPG Maker MZ,,,,,,,,,,,,,,,,,,,,383.62,201.28,146.09,151.63,147.35,179.65,183.78,235.28,277.78,284.06,330.4,322.71,305.44,291.27,286.16,323.24,345.34,393.47,427.63,386.46,392.87,392.39,419.71,465.2,443.16,425.01,414.72,411.13,425.73
1099550.0,3D Organon Anatomy,,,,,,,,1.09,1.08,1.88,1.36,1.57,1.25,1.43,2.0,1.48,1.37,2.27,5.49,2.18,6.73,6.24,8.41,5.99,3.21,2.6,2.87,5.62,4.84,3.71,3.42,5.05,9.2,10.64,7.11,5.04,2.52,1.89,3.08,3.21,2.93,1.5,1.24,3.2,4.34,5.19,5.9,4.31
1102770.0,Cappasity VR Store Demo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114720.0,四景山水圖．秋景 Landscapes of the Four Seasons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119570.0,Discord Bot Builder,,,,,,,,,,,,,0.28,0.19,0.61,0.56,0.36,0.9,0.58,0.71,1.88,2.12,2.62,2.67,3.75,6.3,6.93,6.34,6.04,6.25,6.33,8.41,8.1,5.58,7.87,7.56,6.79,7.62,7.27,7.03,6.87,6.96,8.6,7.98,7.66,7.61,7.8,6.39
1125100.0,akeytsu Indie 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125980.0,VoxelSuite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136210.0,Ghost Productions: Wraith VR Total Knee Replacement Surgery Simulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140420.0,Quantism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148910.0,ShapeWorks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148960.0,Kids Cartoon Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153860.0,Instacalm VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165000.0,Chameleon Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170750.0,MOR...E TRAINER (Learning Morse Code),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172310.0,Mona Lisa: Beyond The Glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28,1.17,0.36,0.77,0.29,1.34,0.93
1176110.0,AudioTheory Guitars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178570.0,Dissection Simulator: Feline Edition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180560.0,Abelana's Atom Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187140.0,Elementary Anatomy: With Story Mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190750.0,GameAssistant: The Tool For Every Gamer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194690.0,Creatry — Easy Game Maker & Game Builder App,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202360.0,VR Gigapixel Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206740.0,Omnify Hotspot - The Best Wi-Fi Hotspot & Repeater,,,,,,,,,,,,,14.08,17.43,23.63,21.11,17.49,12.67,8.7,8.71,9.67,8.08,6.52,4.03,4.33,5.67,4.04,4.32,4.33,5.45,4.56,4.61,3.6,3.61,3.77,5.2,9.48,6.65,5.64,3.34,2.29,3.2,3.76,10.18,6.9,7.01,5.78,6.03
1208910.0,Real Orchestra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214640.0,StellarX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,1.22,1.09
1221980.0,Family Tree Heritage Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228470.0,Ship Surveyor Through the Ages - VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229740.0,LUX SINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232920.0,Parliament - Parlement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241250.0,Notera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242830.0,Dry Visit - Virtual Underwater Visit - iMARECulture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242850.0,Movavi Slideshow Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247290.0,GameGuru MAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,11.49,9.37,9.95,9.55,10.27,10.26,7.89,9.22
1250170.0,Fire Safety Lab VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259480.0,Pteranodon's Flight: The Flying Dinosaur Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260310.0,ASTRA-256 Assembler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271450.0,Sama Learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276180.0,Inside Explorer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,1.0
1278000.0,HistoryMaker VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283970.0,YoloMouse,,,,,,,,,,,,,,,,,32.66,72.9,314.01,622.17,1000.3,1406.64,1575.07,1730.55,2208.94,2751.66,2940.75,3049.3,3237.7,3074.83,3103.75,3390.49,3245.83,3171.29,3125.88,2579.13,2975.24,3020.26,3116.97,3364.26,3586.37,3824.15,3615.46,3676.69,3857.68,3961.56,4007.87,4190.09
1302840.0,Kooring VR Coding Adventure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318030.0,Fractal Alchemist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326710.0,TIGER GAME ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329250.0,Refrigerant Recovery Simulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337060.0,LabTrainingVR: Biosafety Cabinet Edition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355640.0,SYNTHSPACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361450.0,Hadrian's Villa Reborn: South Theater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370800.0,Baalbek Reborn: Temples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375110.0,History of Korea - VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376260.0,HTML5 Javascript Game Engine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380110.0,Sprite Basic 2 Game Engine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384890.0,Flag Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89
1386180.0,Bitty Engine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388380.0,SituationCovid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403800.0,Movavi Picverse - Photo Editing Software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418800.0,Movavi Video Editor Plus 2021 - Video Editing Software,,,,,,,,,,,,,,,,,,,,,,,4.39,8.16,16.79,19.35,17.28,20.34,27.12,27.83,37.2,36.94,46.32,70.36,68.19,67.81,70.68,67.9,63.64,62.31,59.53,61.01,62.49,65.25,63.53,62.4,60.78,59.21
1418970.0,"Movavi Video Suite 2021 Steam Edition -- Video Making Software - Video Editor, Screen Recorder and Video Converter",,,,,,,,,,,,,,,,,,,,,,,2.62,6.12,13.11,14.56,16.87,18.08,19.44,20.35,23.06,22.6,22.91,21.66,22.66,26.05,25.14,22.33,18.94,19.46,17.83,18.89,16.23,18.12,18.09,19.75,18.04,15.87
1420890.0,VA Framework - Build Your AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420930.0,Movavi Slideshow Maker 8,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,2.08,1.83,2.14,1.49,1.61,1.35,1.31,0.96,1.23,1.39,1.55,1.09,1.2,1.12,1.07,1.8,1.03,1.25,3.2,1.88,1.52
1435700.0,Roald Amundsen's House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445310.0,JWildfire,,,,,,,,,,,,,,,,,,,,,,,3.05,6.16,9.4,9.43,8.13,11.12,8.67,8.2,7.79,9.74,12.37,14.68,13.13,12.59,14.73,13.29,11.76,11.66,10.24,10.15,10.14,10.09,9.62,11.72,11.29,11.04
1450860.0,Typing Fingers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454060.0,Shooty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461580.0,Molecule Builder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467560.0,Desktop Panels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468090.0,akeytsu Indie 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,0.73,0.84,1.12,1.27,1.47,1.36,1.49,1.01,1.01
1471980.0,MedicalImagingVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477830.0,HudSight - custom crosshair overlay,,,,,,,,,,,,,,,,,,,,,,,,,15.98,51.18,105.24,163.64,215.9,239.18,283.39,316.32,309.17,311.1,315.92,358.85,453.26,457.66,452.49,501.11,522.28,516.67,535.8,527.4,549.21,518.37,513.0,585.81
1483360.0,VR Library: Beyond Reading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,1.01
1485380.0,iGuide Knossos VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487610.0,ISLAND MIRRORGE VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497120.0,Movavi Screen Recorder 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06,3.08,4.08,6.45,7.95,11.99,38.45,36.33,30.21,30.03,26.58,30.44,26.99,28.3,27.14,23.38,23.61,26.02,28.53,25.86,25.15
1497850.0,SNIPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498990.0,PD Howler 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513510.0,AudioTheory Piano Keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515390.0,Splunk VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520950.0,ChatManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533430.0,LOCO music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538090.0,Virtual Orator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544600.0,JS Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556140.0,Show me VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588390.0,FaceWorld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632910.0,MemeNgin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659070.0,Charisma X: Bulk Instagram Media Downloader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661460.0,CodeWorks: Visual Scripting Framework for GameGuru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668660.0,Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675910.0,Mavis Beacon Teaches Typing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690580.0,Forensic EduSim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734480.0,Neondrops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746920.0,Claydo:Easy 3D Modelling & Printing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765590.0,Workshop Tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771540.0,ZenVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783530.0,Movavi Video Editor Plus 2022 - Video Editing Software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98,6.08,10.64,12.81,14.48,16.14,24.25,24.67,22.9,24.74,25.78,24.76,25.05,24.37
1783540.0,"Movavi Video Suite 2022 Steam Edition - Video Making Software: Video Editor Plus, Screen Recorder and Video Converter Premium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54,11.11,14.92,14.91,15.6,14.71,14.19,18.33,19.96,25.58,29.09,31.85,30.9
1799520.0,The Legend of Pomodoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,4.97,7.68,8.03,7.85,9.73,9.03,7.4,6.32,7.09,6.23
1816100.0,VR Tablet PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832710.0,AstroBytes: Vedic Astrology Future Predictor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833910.0,游戏玩家中医体质测试及养生指南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847210.0,中国传统武术 八卦掌 六十四手 Chinese martial arts (kungfu) The 64 Hands of Bagua Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867640.0,观星VR / Oriental stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870810.0,Visualis Electromagnetism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876660.0,Start Programming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879730.0,Marine Radar Simulator - VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884960.0,Chordwatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.86,1.14
1897570.0,Visualis Dynamics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923640.0,RecMaster Pro - Gameplay & Screen Recorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,1.15,1.41
1927000.0,PlanetVRium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949650.0,OZ Chord Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969790.0,Capture Note,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982310.0,NeoPiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34
1985200.0,Home Designer - Architecture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010920.0,Symphony Of Motion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2138380.0,Goliath: Playing With Reality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2171280.0,Movavi Video Editor 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.73
2171290.0,"Movavi Video Suite 2023 Steam Edition - An all-in-one video maker: an editor, converter, screen recorder, and more!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,6.09
2171300.0,Movavi Photo Editor 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2238270.0,ComputerKeyboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
