appid,Name,January 2019,February 2019,March 2019,April 2019,May 2019,June 2019,July 2019,August 2019,September 2019,October 2019,November 2019,December 2019,January 2020,February 2020,March 2020,April 2020,May 2020,June 2020,July 2020,August 2020,September 2020,October 2020,November 2020,December 2020,January 2021,February 2021,March 2021,April 2021,May 2021,June 2021,July 2021,August 2021,September 2021,October 2021,November 2021,December 2021,January 2022,February 2022,March 2022,April 2022,May 2022,June 2022,July 2022,August 2022,September 2022,October 2022,November 2022,December 2022
893330.0,Voxel Race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893910.0,Science Simulator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894820.0,Trumpy Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895370.0,DollKart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896700.0,Extreme Drifters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.06,0.03,0.1,0.06,0.07,0.01,0.06,0.07,0.11,0.1
896850.0,Car Crash Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897400.0,Driftpunk Racer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897580.0,Avem888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897940.0,High Cats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898170.0,Grid Gunner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899200.0,Windstorm: An Unexpected Arrival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899390.0,Xenon Racer,,,,,,,,,,,,,,,3.71,2.32,1.27,1.72,0.55,1.1,1.34,2.95,2.07,2.52,1.53,3.47,22.92,2.74,5.16,2.88,2.09,3.13,1.65,1.39,1.03,0.95,1.67,0.84,1.2,1.37,1.36,1.39,1.3,1.08,1.45,1.5,1.8,1.5
903570.0,Displacement Arcade Game Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903730.0,AXIOM SOCCER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904340.0,Marbledrome: Crazy Stunt Balls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.03,0.03,0.02
905300.0,Daytona Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905330.0,oOo: Ascension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905390.0,Drone Spektra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905450.0,NASCAR Heat 3,24.83,33.83,41.67,33.9,35.86,36.49,40.73,38.25,30.17,16.95,16.9,11.16,11.21,21.48,16.71,13.64,10.97,12.01,13.28,7.34,6.29,6.09,8.33,6.34,5.09,7.88,6.87,6.98,5.62,8.96,6.49,4.88,4.5,5.67,6.53,4.32,4.2,4.1,4.82,4.92,4.62,3.86,5.2,4.03,4.35,3.91,3.59,3.41
906020.0,Strike Cars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907040.0,Simple Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907190.0,GRITS Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908050.0,Summer Catchers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14,1.12,0.58,0.5,0.46,0.78,2.06,0.69,0.42,0.7,1.19,0.48,0.34,0.2,0.43,1.69,1.76
908180.0,Space Maze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908260.0,Velocity G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909270.0,Flying Soul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909500.0,Hurricane chase(飓风追击),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09
911520.0,One More Roll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912600.0,Speedway Challenge Career,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912660.0,Welcome Above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912790.0,Meteor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913280.0,Pranky Cat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915020.0,THE E BALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916180.0,Doodle Derby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920710.0,Burndown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921630.0,音灵 INVAXION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923180.0,The prophecy of statues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924670.0,Need for Spirit: Drink & Drive Simulator/醉驾模拟器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925550.0,Cross Racing Championship Extreme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926860.0,Bloody Rally Show,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.22,3.8,2.44,1.55,0.82,0.8,0.63,0.94,1.45,0.77,0.97,1.44
927580.0,Smoker The Car Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929210.0,CrazyDriving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929280.0,Tiska Buska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932730.0,Formula XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933840.0,World Enduro Rally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933920.0,GIRLS VR UNCENSORED!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934930.0,RDS - The Official Drift Videogame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935960.0,Zuma Legend VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936270.0,Cave Racer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936620.0,Petrolhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936720.0,Wrench,12.56,9.65,5.84,2.44,2.35,2.82,3.1,4.26,5.34,5.88,7.13,8.19,7.02,9.32,10.22,13.79,12.88,11.02,30.06,18.29,14.71,12.22,15.43,12.58,17.68,14.03,16.19,14.1,25.46,14.34,14.6,12.04,21.21,11.8,21.27,15.76,19.73,13.18,10.24,25.23,10.54,9.38,10.88,11.56,10.13,10.16,12.07,10.94
936770.0,Dead by Wheel: Battle Royal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937520.0,Critter Kart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937970.0,Running Girl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938200.0,Metric Racer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938220.0,TAPSONIC BOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938280.0,ROLL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938600.0,Drift Stunt Racing 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939210.0,T3 - Take the Turn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939450.0,Forklift Simulator 2019,,,,,,,,,,,,,,,,,,,,,,,,4.01,1.42,0.43,0.62,0.46,0.43,0.52,0.37,0.48,0.25,0.29,0.47,1.04,1.02,0.3,0.48,1.09,0.98,0.66,0.3,0.41,0.9,0.41,0.88,0.92
940580.0,FIA European Truck Racing Championship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941890.0,Mini Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942200.0,Rocket Boots Mania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,0.66,0.17,0.07,0.06,0.07,0.06,0.02,0.32,0.23,0.3
942760.0,Burnout Drift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943950.0,Photo Finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944300.0,Byte Driver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945620.0,Tadpole Swimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947260.0,Bibi Blocksberg ™ - Big Broom Race 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947960.0,Ribbon Racer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949810.0,Go Cabbies!GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953250.0,War Machines: Free to Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953610.0,HOT GIRLS VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955580.0,Rise: Race The Future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955890.0,War Platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.04
958300.0,Cute Girls 可爱的女孩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958400.0,Project CARS 3,,,,,,,,,,,,,,,,,,,,,252.56,124.97,98.28,104.5,99.71,83.02,82.51,77.13,142.48,130.3,111.69,120.31,90.8,94.33,73.13,81.5,84.48,69.87,62.1,62.09,56.65,52.94,49.03,45.01,42.08,41.21,41.27,39.96
958850.0,Let It Flow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964230.0,FUTURE GPX CYBER FORMULA SIN VIER,,,,,,,,,,,,,,,,,,,,2.0,1.7,1.87,0.98,0.94,0.86,0.53,0.43,0.57,0.61,0.69,0.56,0.84,1.13,0.92,0.91,1.2,1.21,1.35,0.58,1.05,0.71,0.82,1.09,1.32,1.11,1.07,1.08,0.77
964570.0,DCL - The Game,,,,,,,,,,,,,,71.82,52.43,35.78,28.24,28.57,30.18,32.34,29.38,28.07,25.79,23.75,26.85,23.88,35.51,30.88,31.88,28.8,24.28,17.7,15.21,17.68,22.86,20.15,21.5,24.92,22.41,20.63,16.72,16.77,15.86,16.59,16.75,15.8,14.75,17.35
965000.0,DriftKing 2D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966190.0,Lost Marbles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966580.0,Zquirrels Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970730.0,Ball Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970840.0,OVERPASS™,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93,2.16,2.3,2.8,4.12,2.33,1.88,1.87,2.23,2.21,2.26,2.13,1.91,2.31,2.13,1.81,2.05,1.91,1.14,1.43
971030.0,SkateBIRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.86,5.9,3.5,4.57,2.64,1.83,2.19,1.46,3.44,2.46,2.1,2.03,1.93,3.3
973100.0,Super Realistic Autocross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975800.0,CosmoDrive:Zero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976700.0,Size Matters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,1.79,1.04,9.29,4.93,2.71,2.39,1.63,2.32,1.15,13.44,4.2,1.94,2.03,2.02,1.72,2.08
976850.0,Trafic Road Rush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977180.0,Burnt Rubber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977270.0,RCRacer VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.08,0.12,0.15
978440.0,Mining Rail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978490.0,Yo My Yo!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981130.0,Lucky Skiing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981140.0,混乱使者,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
982020.0,Eurobi Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983160.0,Junk on Wheels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984780.0,MotoGP™19,,,,,,356.18,182.18,142.33,127.44,116.59,137.5,110.82,91.05,98.31,150.49,157.7,57.3,52.69,43.94,53.61,41.22,49.18,37.81,36.83,22.13,18.48,20.7,36.54,24.29,29.73,18.66,15.39,19.49,15.05,15.91,18.98,12.13,10.97,11.72,20.85,15.65,14.11,11.31,13.07,11.7,14.1,14.38,9.44
987020.0,DRONE The Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987330.0,Street Outlaws: The List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988240.0,Urban Trial Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989400.0,Wild Ride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989770.0,Biker Garage: Mechanic Simulator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990110.0,87 Aftermath: A Rolling Ball Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990920.0,Sea of Craft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991230.0,Highway of death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991660.0,Voxel Sword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991780.0,Notes of Soul,619.86,688.79,845.75,1097.1,1178.53,938.99,962.22,846.69,869.52,818.09,733.69,814.81,899.2,888.98,763.97,753.83,837.57,847.06,974.88,1007.19,904.0,672.18,533.19,526.88,659.24,809.02,658.86,574.72,432.38,348.36,254.51,203.37,142.13,138.8,151.8,125.49,116.96,113.6,70.18,37.99,45.24,87.25,113.29,110.7,114.17,160.92,133.45,115.35
992250.0,Space Hockey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.74,0.58,0.93,0.83,0.96,0.98,0.85,0.82,0.88
992950.0,Circle Rally Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993340.0,Virtual Surfing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993840.0,Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.1,0.04,0.15,0.49,0.67,0.8
994320.0,Night City 2177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995880.0,BLOCK Multiplayer: RPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996430.0,Pilot Sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000790.0,Flex Apocalypse Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.01
1001690.0,Mars Flight VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001730.0,Twisting Mower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004200.0,Biathlon Battle VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004330.0,My Exercise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004510.0,DownStream: VR Whitewater Kayaking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004550.0,Stickman Racer Road Draw 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004710.0,POCKET CAR : VRGROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004750.0,WRC 8 FIA World Rally Championship,,,,,,,,,,,,,,,,,,,,,47.53,47.77,54.67,52.24,81.59,69.38,64.24,48.14,36.77,33.03,48.22,34.16,27.08,26.12,24.1,25.98,29.77,26.01,26.72,31.34,24.32,22.12,32.07,20.76,19.25,20.39,56.35,35.47
1005400.0,Star Drift Evolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006700.0,3Gun Nation VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007140.0,Future Aero Racing S Ultra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010150.0,PASHTET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010410.0,Dragon Roller Coaster HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,0.26,0.15,0.15,0.16,0.18,0.36,0.12,0.14,0.25,0.5
1010840.0,VR Party Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011670.0,Totally Reliable Delivery Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.4,14.5,17.49,15.39,17.2,13.04,10.41,11.9,15.56,18.29,13.63,13.3,10.5,9.7,14.98,18.67,29.14,18.23,18.91,16.87,29.5
1012580.0,Triumph in the Skies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012720.0,Pix Tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013040.0,Planetoid Pioneers Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013960.0,Open Wheel Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014590.0,Time To Parkour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015470.0,Need for Spirit: Off-Road Edition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016000.0,NERVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016820.0,Miles of Cubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017160.0,Gearshifters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018010.0,Castlevania Anniversary Collection,,,,,30.12,11.76,8.49,5.78,4.48,5.75,8.6,8.48,8.49,7.21,13.3,10.24,19.86,11.36,14.67,8.41,10.57,11.83,13.66,12.56,13.6,13.41,8.94,7.43,20.61,14.08,14.85,8.83,15.07,26.78,16.46,13.17,15.45,12.02,9.24,7.82,14.77,22.99,17.62,13.22,14.09,17.1,32.96,17.89
1018160.0,MXGP 2019 - The Official Motocross Videogame,,,,,,,,,84.4,47.1,36.22,46.08,37.04,28.97,43.63,41.09,40.41,33.38,39.37,42.7,45.5,52.82,47.56,49.48,37.16,34.16,24.03,34.95,21.38,19.32,29.06,17.79,16.46,22.62,19.82,20.45,19.87,14.56,12.71,13.91,15.77,18.22,14.83,12.09,16.25,12.55,11.08,14.7
1018820.0,Fleet Scrapper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018870.0,VR Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019940.0,Race for Tuning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020250.0,Flying in Labyrinth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020390.0,Beat Blaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020600.0,Extreme Truck Simulator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020660.0,Wrecked Destruction Simulator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020800.0,CAR TUNE: Project,,,,,,,,,,,,,,4.97,2.68,2.13,1.86,1.61,1.86,1.16,1.11,1.46,4.07,2.67,2.75,2.22,1.75,6.6,4.74,6.03,6.2,6.05,3.94,4.08,3.51,8.17,7.76,7.75,4.47,4.04,4.26,4.11,4.32,11.79,9.59,7.84,5.42,6.41
1021290.0,CubeRace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021880.0,StarWheels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023180.0,Combat Overrun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024070.0,Ribbon Racer Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025200.0,The Floor Is Really Cheap Lava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026110.0,Racing Classics: Drag Race Simulator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027800.0,Fly Flew Flown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028840.0,Super Toy Cars 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029530.0,Aqua Rally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029550.0,Torque Drift,,,,,,,,,,,,,,,47.61,24.75,14.77,15.29,13.27,13.58,14.68,14.3,14.85,13.26,9.35,8.51,7.52,142.1,295.76,266.81,236.22,279.16,293.97,293.73,279.09,236.95,226.75,237.68,213.98,226.72,201.48,207.22,174.0,168.43,166.75,176.64,186.69,195.0
1029660.0,Athletics Games VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031470.0,Beasty Karts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032060.0,Carreras de Velocidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034160.0,Extreme Racing on Highway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.05,0.19,0.01,0.14,0.08,0.1,0.27,1.54,0.83,0.35,0.49,0.67
1035550.0,Galaxy Forces VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68
1035850.0,Balancelot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037480.0,Classic Racers,,,,0.54,0.47,0.57,0.4,0.47,0.29,1.55,1.49,1.02,1.25,1.14,1.71,2.14,1.82,1.73,1.23,1.02,1.2,1.11,1.49,1.32,1.28,1.33,1.62,1.27,1.11,1.85,2.28,2.26,2.22,2.7,3.35,4.45,2.49,2.8,2.83,2.45,2.59,2.62,2.85,2.65,2.67,2.37,2.6,2.52
1038250.0,DIRT 5,,,,,,,,,,,,,,,,,,,,,,,134.35,71.85,64.08,78.66,147.15,65.68,42.5,46.28,85.13,108.52,84.83,80.34,59.17,68.55,72.96,70.73,57.43,47.0,44.21,46.02,45.56,44.15,41.23,39.11,43.26,49.05
1039430.0,Hyper Flight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039570.0,Find the Oil Racing Edition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040430.0,Adventure Climb VR,,,,3.37,3.22,2.9,3.89,1.66,2.53,1.68,1.62,2.29,2.08,2.43,2.35,1.86,1.05,1.47,1.23,1.34,1.52,1.75,2.01,2.27,1.8,1.62,2.17,1.8,1.83,1.78,1.16,1.74,1.51,1.75,1.32,1.93,1.8,2.32,1.61,1.96,1.5,1.68,2.16,2.19,2.1,2.14,1.89,2.58
1041070.0,The Driver's Mission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042930.0,Trackmaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043020.0,Dust On Wheels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043710.0,Unlanded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045650.0,My Stunt Life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
