appid,Name,January 2019,February 2019,March 2019,April 2019,May 2019,June 2019,July 2019,August 2019,September 2019,October 2019,November 2019,December 2019,January 2020,February 2020,March 2020,April 2020,May 2020,June 2020,July 2020,August 2020,September 2020,October 2020,November 2020,December 2020,January 2021,February 2021,March 2021,April 2021,May 2021,June 2021,July 2021,August 2021,September 2021,October 2021,November 2021,December 2021,January 2022,February 2022,March 2022,April 2022,May 2022,June 2022,July 2022,August 2022,September 2022,October 2022,November 2022,December 2022
409410.0,Clumsy Moose Season,,,,,,,,,,,,,,,,0.29,0.36,0.16,0.22,0.23,0.26,0.14,0.26,0.09,0.14,0.04,0.03,0.08,0.02,0.39,0.07,0.18,0.2,0.01,0.01,0.1,0.03,0.19,0.07,0.01,0.1,0.05,0.02,0.04,0.01,0.01,0.01,0.0
410000.0,Chalo Chalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410210.0,Ampersand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410340.0,Liftoff®: FPV Drone Racing,139.01,127.7,121.66,104.41,106.35,115.63,113.71,115.7,117.69,117.38,117.07,132.07,142.61,172.49,170.28,204.96,187.42,155.44,145.6,148.62,146.75,166.89,179.74,201.66,228.88,238.46,336.17,305.95,247.8,206.53,184.69,182.34,169.83,173.11,180.78,192.23,239.95,216.65,209.1,237.87,229.79,211.12,202.59,210.98,249.58,214.51,210.24,216.15
412220.0,DDraceNetwork,,,,,,,,,,,,,,,,,,,,745.62,525.11,543.5,522.33,513.79,604.46,808.88,883.69,902.14,940.66,930.17,989.25,1229.51,992.95,972.94,877.62,877.41,1037.2,1054.14,1055.11,1141.92,1049.74,1078.32,1290.41,1750.75,1298.17,1221.63,1190.62,1411.93
412470.0,Metal War Online: Retribution,11.69,10.44,10.38,9.28,9.44,7.38,8.56,7.78,7.71,7.12,8.7,9.43,9.96,8.91,9.71,11.37,11.45,8.17,7.33,6.31,4.45,5.47,6.09,5.34,6.79,6.98,5.94,4.97,4.85,4.29,4.46,3.51,3.44,3.35,3.59,3.68,4.99,4.37,4.12,4.14,4.38,3.74,3.96,2.53,2.85,2.13,2.71,2.53
412880.0,Drift Streets Japan,14.22,12.57,10.82,11.28,9.07,8.47,7.8,7.88,8.14,7.88,7.55,4.58,4.37,3.84,3.75,4.39,5.08,3.47,2.91,2.5,3.31,3.06,3.48,4.19,3.79,3.23,3.24,2.35,2.39,2.38,2.38,1.89,2.22,1.85,1.6,1.94,1.37,1.74,1.46,661.39,31.01,60.96,92.9,42.06,8.22,39.63,21.2,24.51
414760.0,Blue-Collar Astronaut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414810.0,Observatory: A VR Variety Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415200.0,Motorsport Manager,556.87,569.83,922.38,936.88,775.06,711.42,836.45,748.35,634.99,646.98,610.95,690.75,598.27,556.3,1021.55,2004.58,1219.99,866.76,1445.94,1488.2,925.87,857.94,796.45,968.53,868.03,680.49,791.08,1008.93,1247.87,1061.73,1033.47,743.3,741.26,688.43,585.59,865.0,770.0,672.54,943.51,1430.63,903.97,856.18,838.12,719.53,646.79,483.76,404.49,387.18
415600.0,Kart Racing Pro,4.34,3.89,5.28,6.96,5.11,6.63,5.49,5.76,5.51,6.47,7.73,8.28,8.09,8.06,11.88,26.04,23.63,23.91,23.51,19.01,12.83,13.76,15.98,14.49,18.93,16.79,17.12,16.9,18.59,19.74,16.46,16.74,13.36,16.46,18.63,20.07,19.33,14.85,21.19,25.16,19.9,21.99,18.77,23.32,22.04,24.35,26.13,24.61
415740.0,OmniBus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416350.0,MiniBikers,,,8.63,1.36,0.58,0.39,2.62,9.22,16.78,2.54,1.31,1.41,0.97,11.87,3.76,2.17,0.99,0.73,0.63,0.53,0.52,0.33,0.27,0.33,0.22,0.22,0.2,0.15,0.19,0.11,0.15,0.14,0.1,0.1,0.08,0.07,0.09,0.06,0.04,0.09,0.07,0.04,0.09,0.09,0.04,0.08,0.02,0.06
416530.0,Tacopocalypse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417430.0,Moto Racer  4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418060.0,Battle Riders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418170.0,MicroRC Simulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418260.0,Gumball Drift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420660.0,Burnin' Rubber 5 HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421020.0,DiRT 4,301.73,457.41,244.39,176.57,168.64,207.97,200.97,212.91,183.33,193.7,185.36,219.62,199.86,233.77,332.43,311.04,230.97,220.49,274.82,213.54,273.91,259.12,333.55,365.48,341.15,382.6,347.37,309.19,216.76,269.47,238.07,213.48,195.89,202.28,179.25,194.98,199.53,187.0,153.64,147.65,140.03,150.33,134.24,124.78,136.99,119.11,117.54,110.29
422590.0,Wacky Wheels HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422640.0,VR Karts SteamVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422890.0,22 Racing Series | RTS-Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423610.0,Where's My Mommy?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425410.0,Road to Ballhalla,8.89,2.14,1.63,1.38,1.4,1.26,0.7,13.73,4.53,2.46,1.6,1.61,1.96,1.3,1.38,1.83,1.18,0.92,0.78,1.05,0.87,0.66,1.76,0.76,0.76,0.57,0.74,0.56,0.73,0.49,0.63,0.78,0.37,0.6,0.38,0.33,0.46,0.46,0.58,0.81,1.12,0.7,0.84,0.24,0.51,0.56,0.65,1.02
428190.0,MadOut Open City,,0.13,0.08,0.04,0.33,4.64,2.75,2.25,1.63,1.34,1.65,1.03,1.34,1.07,1.57,1.06,0.71,0.75,0.49,0.56,0.46,0.35,0.4,0.29,0.64,0.26,0.31,0.24,0.27,0.21,0.17,0.17,0.16,0.13,0.26,0.23,0.2,0.28,0.15,0.07,0.08,0.06,0.25,0.15,0.1,0.17,0.05,0.43
429180.0,Project CARS - Pagani Edition,14.77,13.74,14.13,13.92,13.45,14.36,15.17,14.1,12.28,11.42,15.51,17.34,14.23,12.15,14.88,16.8,11.99,13.26,11.89,12.33,12.23,12.92,12.77,11.54,10.04,10.26,10.57,10.55,12.63,14.17,15.7,16.09,17.82,17.38,17.87,17.41,15.56,14.46,15.35,14.74,15.61,15.68,14.45,16.13,15.03,14.76,10.1,6.74
430230.0,Grass Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431590.0,Earn to Die 2,4.06,3.8,2.96,1.76,2.8,3.09,2.18,2.35,1.66,2.41,2.55,2.64,2.4,2.51,3.56,2.73,5.71,3.41,3.01,2.5,1.86,1.92,2.37,2.07,2.26,2.74,2.96,3.08,15.26,8.44,6.49,6.2,7.09,6.69,8.61,6.06,6.07,5.71,5.68,6.49,4.87,4.87,5.22,5.75,4.6,4.62,4.19,4.78
431600.0,Automobilista,119.48,113.46,112.18,113.69,113.88,107.67,107.0,109.86,108.04,116.37,106.52,96.54,92.82,92.26,139.02,207.54,185.25,163.92,152.91,140.34,129.96,118.26,108.58,92.87,97.76,101.28,109.6,111.72,113.57,105.04,97.37,91.04,83.55,81.51,73.72,67.92,69.8,68.47,67.96,72.37,69.8,66.31,65.93,62.05,63.68,60.12,58.12,49.59
432940.0,Breakneck,0.86,0.93,0.69,0.4,0.35,0.59,0.45,0.52,0.58,0.6,0.53,0.39,0.41,0.3,0.25,0.18,0.28,0.39,0.77,1.26,0.56,0.49,0.32,0.69,0.24,0.21,0.13,0.12,0.12,0.24,0.55,0.5,0.53,0.34,0.16,0.17,0.39,0.84,0.29,0.2,0.84,0.84,0.48,0.27,0.78,1.11,0.4,0.63
434030.0,Aerofly FS 2 Flight Simulator,36.19,36.74,33.32,29.2,28.17,33.97,37.37,29.0,28.76,31.6,32.93,40.48,45.24,44.75,44.84,44.21,38.25,30.99,32.93,34.82,24.07,28.55,28.34,28.17,31.6,28.58,23.66,21.82,23.96,19.9,21.76,19.21,17.54,18.55,20.66,25.07,27.13,24.24,20.55,18.26,16.44,18.19,17.13,13.42,12.62,11.89,11.01,10.86
434460.0,Rock of Ages 2: Bigger & Boulder™,15.63,56.47,23.09,20.48,15.95,18.41,18.55,15.69,20.64,12.46,12.81,23.74,29.73,20.86,27.24,22.1,18.0,20.84,35.75,22.39,11.33,25.53,14.63,17.48,19.34,16.36,11.35,10.34,10.49,11.12,14.61,10.47,18.0,12.27,10.49,13.25,15.34,13.51,8.32,8.21,7.8,9.14,10.82,6.97,5.98,10.49,7.56,9.94
434890.0,Eight Mini Racers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435480.0,Trials of the Blood Dragon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436400.0,Heroes of the Seven Seas VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438430.0,Valentino Rossi The Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441640.0,VALENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.06,0.0,0.01,0.05
441870.0,OutDrive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442210.0,Switchcars,1.17,1.17,1.19,1.12,0.89,0.93,0.74,0.61,0.5,0.76,0.45,0.5,0.59,0.68,2.43,1.24,0.81,0.53,0.51,0.61,0.39,0.52,0.44,0.57,0.65,0.65,0.57,0.45,0.48,0.65,0.37,0.28,0.48,0.66,0.69,0.74,0.35,0.66,0.76,0.32,0.49,0.58,0.88,0.65,1.43,2.49,1.01,1.01
442220.0,Iron Madness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443110.0,Armored Warfare,125.71,104.62,122.71,100.29,96.95,96.87,134.64,119.39,121.77,140.01,157.51,151.75,148.97,158.62,197.96,233.89,215.16,202.72,183.54,169.85,221.45,264.55,225.08,226.26,226.49,234.72,253.36,253.1,245.69,247.98,235.54,204.16,194.41,199.38,156.65,193.68,192.29,185.86,205.92,199.16,192.33,191.66,175.72,139.63,148.9,158.77,138.69,147.06
443860.0,Riptide GP: Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444000.0,Super Night Riders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444550.0,Void 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444670.0,Super Impossible Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444740.0,Cologne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444870.0,Combat Racers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444880.0,Death Stair,,,,,,,0.35,0.49,0.58,0.45,0.85,1.35,7.4,1.43,1.61,0.81,1.09,1.46,1.07,0.48,0.4,0.37,1.06,1.17,1.14,0.8,0.42,0.5,0.23,0.81,0.49,0.45,0.21,0.28,0.58,0.51,0.38,0.42,0.34,0.15,0.26,0.28,0.36,0.15,0.15,0.28,0.25,0.4
445860.0,Toy Plane Heroes,,,,,,,,,,,,,,,,,,,,,0.3,0.5,0.27,0.25,0.23,0.1,0.06,0.15,0.06,0.04,0.05,0.2,0.02,0.02,0.24,0.06,0.02,0.03,0.04,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.07
446100.0,Mantis Burn Racing®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446850.0,Mindball Play,,,,0.27,0.07,0.3,0.19,0.09,0.06,0.01,0.06,0.09,0.07,0.06,0.14,0.09,0.09,0.62,0.33,0.17,0.68,0.35,0.88,0.45,0.62,0.38,0.28,4.05,1.23,0.59,0.63,0.97,0.91,0.36,0.33,0.23,0.23,0.99,0.42,0.89,0.88,0.75,1.08,1.26,1.1,1.09,1.09,1.09
447920.0,Drift (Over) Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448580.0,Dead End Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448610.0,Draw Rider,0.38,0.61,0.53,0.45,0.53,0.2,6.66,2.35,0.74,0.64,0.73,0.44,0.48,0.63,50.31,17.76,3.15,2.53,2.19,3.02,13.87,14.2,0.82,0.37,0.28,0.25,0.16,0.14,0.18,0.22,0.2,0.27,3.35,0.07,0.52,0.58,0.63,0.3,0.4,0.9,0.64,0.3,0.38,1.27,0.94,0.96,23.47,10.79
448710.0,VirZOOM Arcade,2.99,2.69,4.47,3.74,5.36,3.78,4.74,5.6,4.62,4.7,5.04,5.79,5.93,5.4,5.12,5.31,4.55,5.04,3.3,2.27,2.36,2.67,2.62,2.28,2.16,2.49,3.04,2.83,2.83,1.97,1.84,1.84,1.47,1.12,1.57,2.03,1.66,1.6,1.48,1.22,1.29,1.65,1.49,1.34,1.09,1.5,1.35,1.39
450670.0,Table Top Racing: World Tour,2.74,1.6,2.73,1.78,3.91,2.97,3.13,1.66,1.94,1.7,1.64,1.51,0.86,1.04,1.15,1.05,0.89,1.27,1.45,1.72,1.95,3.74,3.08,2.71,4.33,1.82,1.47,1.8,1.84,2.86,2.91,2.1,3.3,2.48,2.72,2.98,2.45,1.74,1.81,1.58,1.86,1.62,2.2,1.6,1.54,1.52,1.16,1.09
451060.0,Wincars Racer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.06,0.02,0.01,0.01
451660.0,Trucker,,,,,,,,,,0.61,0.48,0.58,0.23,0.03,0.03,0.06,0.03,0.13,0.13,0.06,0.05,0.16,0.11,0.13,0.09,0.06,0.05,2.85,5.26,2.02,1.99,1.17,0.6,0.45,0.32,0.48,0.18,2.19,1.1,1.46,0.11,0.16,1.03,0.05,0.02,0.57,0.49,0.43
451990.0,Cranks and Goggles,,,,,,,,,0.36,0.31,0.41,0.12,0.28,0.1,0.55,0.78,0.4,0.54,0.54,0.2,0.44,0.47,0.13,0.07,0.1,0.21,0.11,0.06,0.05,0.06,0.06,0.08,0.09,0.01,0.07,0.46,0.17,0.1,0.08,0.14,0.04,0.14,0.6,0.39,0.25,0.17,0.35,0.12
453900.0,Thousands of Years Later,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454180.0,CrazyCars3D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454390.0,Rally Copters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455990.0,Smash Pixel Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.06,0.12,0.01,0.02,0.12,0.01,0.05,0.14,0.04,0.02,0.12,0.07,0.16,0.03,0.01,0.01,0.01,0.01,0.05,0.05,0.01
456780.0,DUCATI - 90th Anniversary,0.87,0.48,0.54,0.34,0.82,0.4,0.43,0.29,0.48,0.35,0.53,0.54,0.22,0.79,0.69,0.68,0.37,8.02,3.08,1.64,1.79,1.8,1.28,1.34,0.91,1.04,1.05,1.47,1.19,1.06,1.46,1.54,1.42,1.13,2.15,1.12,1.93,1.09,1.58,1.64,1.81,1.69,1.9,1.33,2.12,1.58,1.62,1.95
457210.0,SEUM: Speedrunners from Hell,14.93,17.25,10.57,11.84,8.31,17.54,11.57,9.45,18.35,17.0,12.8,13.34,11.14,10.78,9.21,13.29,14.92,12.76,16.07,11.6,9.07,9.78,10.89,12.99,12.98,12.74,14.32,9.8,78.41,18.23,15.25,11.07,9.08,8.86,9.38,10.51,10.86,8.52,9.5,10.14,8.92,8.26,9.87,8.5,8.31,6.36,8.18,9.25
457330.0,High Octane Drift,43.69,44.5,40.64,35.98,34.9,31.09,28.86,35.68,27.43,27.73,35.5,40.57,36.54,34.2,38.39,54.25,41.33,31.52,27.8,29.94,28.77,37.26,48.37,53.0,50.96,46.9,38.03,36.81,29.34,26.53,23.55,28.03,24.51,22.65,22.65,21.48,22.41,20.42,17.69,14.18,14.07,14.28,12.4,15.26,14.7,12.71,11.18,11.93
457710.0,Road Madness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457810.0,Sky to Fly: Soulless Leviathan,,,,,,,,,,,,,,3.3,1.15,0.71,0.24,0.24,0.15,0.12,0.35,0.68,0.35,0.16,0.12,0.1,0.08,0.07,0.06,0.06,0.05,0.12,0.03,0.51,0.07,0.07,0.03,0.07,0.02,0.03,0.03,0.01,0.04,0.04,0.02,0.02,0.06,0.09
458770.0,WRC 6 FIA World Rally Championship,9.35,8.78,9.48,9.27,8.26,6.67,6.35,7.11,6.51,6.41,7.02,7.74,6.92,10.04,8.44,7.88,5.75,5.37,5.6,6.01,5.01,5.7,5.41,8.07,7.36,6.35,7.17,6.67,4.9,4.53,6.09,3.98,3.57,7.6,6.53,5.83,6.32,6.27,8.48,8.14,7.07,6.63,10.29,5.24,4.56,4.64,21.99,10.58
461010.0,Roll'd,1.69,1.27,0.86,1.69,0.92,0.66,0.69,0.8,0.53,0.53,0.51,1.36,3.26,0.71,0.66,0.41,0.43,0.4,0.37,0.25,0.29,0.32,0.43,0.33,0.22,0.15,0.13,3.14,1.24,2.79,0.28,0.44,0.39,3.14,1.76,13.9,1.89,4.36,7.3,15.65,3.2,3.72,3.99,13.39,9.95,2.31,5.22,2.59
461210.0,Riding Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461430.0,EmergeNYC,30.43,19.34,25.53,37.89,27.43,24.3,20.01,17.78,18.56,17.24,18.34,42.64,32.13,26.75,31.65,24.97,27.57,67.45,32.99,39.71,48.04,36.32,31.74,31.72,33.46,27.16,54.84,93.35,42.76,47.36,40.43,34.14,32.47,33.49,39.71,34.88,32.1,26.23,22.53,35.6,51.1,31.89,28.3,25.58,24.91,24.04,22.54,27.38
461680.0,FPV Air Tracks,0.14,0.1,1.44,0.73,0.9,0.48,0.87,0.76,0.65,0.5,0.72,0.64,0.59,0.5,0.66,0.26,0.24,0.24,0.26,0.34,0.31,0.28,0.21,0.33,0.22,0.17,0.15,0.25,0.15,0.29,0.23,0.24,0.48,0.42,0.91,1.17,1.09,0.53,1.12,0.78,0.34,0.29,0.51,0.33,0.52,0.77,1.21,1.15
461970.0,Skyreach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462480.0,Sweet Escape VR,0.33,0.31,0.27,0.35,0.5,0.91,0.61,0.58,0.74,0.55,0.66,0.86,0.9,1.12,1.19,0.79,0.62,0.77,1.84,1.3,1.03,1.22,1.49,1.61,1.58,1.72,1.18,0.6,0.35,0.89,1.2,0.94,1.01,0.83,0.77,1.12,1.33,1.52,1.33,1.31,1.37,1.69,1.76,1.1,1.49,1.43,0.93,1.79
464610.0,Led It Rain,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.04,0.02,0.01,0.01,0.0,0.0,0.02,0.01,0.08,0.05,0.09,0.09,0.05,0.08,0.1,0.01,0.07,0.0,0.01,0.01,0.02,0.04
464650.0,Runbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465780.0,New Retro Arcade: Neon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466210.0,Race & Destroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.09,0.06,0.02,0.01,0.03,0.02,0.06,0.01,0.01,0.02,0.01,0.95,0.11,0.06,0.08,0.01,0.01,0.06
466980.0,Can't Drive This,1.33,1.26,0.86,0.53,0.79,0.79,0.51,0.69,0.65,0.65,1.01,0.67,0.69,0.35,0.39,0.48,0.42,0.31,0.33,0.37,0.22,0.23,0.24,0.16,0.18,0.18,0.14,0.14,0.37,0.7,0.21,0.29,0.55,0.71,1.12,1.09,1.39,1.77,1.14,1.09,1.11,1.02,1.15,0.73,0.99,1.2,4.87,1.92
468100.0,Aqua Moto Racing Utopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468780.0,The Concourse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469550.0,Bambino Rally 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470480.0,Angel Express [Tokkyu Tenshi],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470590.0,moto RKD dash SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471730.0,Rocket Ski Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473770.0,BallisticNG,8.9,6.52,7.24,5.58,6.28,5.29,10.32,9.02,6.65,6.48,7.42,8.85,7.17,5.62,6.82,9.35,7.89,8.74,11.94,9.55,7.8,7.09,8.86,8.52,11.82,9.04,9.01,8.54,8.53,7.72,8.12,7.23,9.1,8.05,8.07,8.57,10.02,8.29,8.4,8.78,9.1,9.86,10.42,9.73,8.54,7.96,8.7,17.85
477770.0,Ride 2,54.88,49.43,59.03,42.43,55.39,71.29,52.81,46.59,33.8,37.7,37.01,35.08,32.76,38.79,40.4,68.4,36.18,35.71,28.18,27.42,24.15,29.7,21.22,24.55,19.81,17.54,21.41,20.18,22.36,22.67,18.04,13.7,22.15,13.86,25.32,15.71,15.65,13.41,21.83,13.23,13.87,17.14,28.42,14.66,16.75,28.83,15.36,23.89
485790.0,JOLT: Super Robot Racer,,,,,,,,,,,,,,,,,0.09,0.02,0.04,0.32,3.4,0.91,0.41,0.28,0.22,0.16,0.11,0.12,0.13,0.05,0.04,0.06,0.07,0.07,0.05,0.08,0.04,0.03,0.08,0.16,0.05,0.08,0.04,0.03,0.03,0.01,0.04,0.01
486890.0,Gear Gauntlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487330.0,Totally Unbalanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488210.0,JDM Tuner Racing,0.37,0.11,0.1,0.42,0.4,0.4,0.18,0.19,0.28,239.15,546.41,121.33,23.93,19.19,7.13,2.24,3.97,2.03,1.85,1.93,2.1,1.54,0.76,0.66,0.79,0.66,1.38,1.13,1.14,0.78,0.96,3.53,10.47,2.19,2.31,2.84,2.2,3.07,32.42,13.69,9.62,35.48,27.52,2.23,50.26,19.33,7.28,32.9
488350.0,The Karters,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.04,0.0,2.68,0.36,0.24,1.17,0.08,0.03,0.52,0.2,0.07,0.01,0.05,0.02,0.21,0.0,0.01,0.01,0.66,0.91,1.3,1.06
488480.0,SpaceRoads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488550.0,Dream Car Builder,15.12,13.43,16.05,13.29,15.36,13.12,13.88,11.19,15.3,12.12,11.46,14.5,14.41,12.76,16.1,14.74,16.16,15.69,17.13,16.29,15.1,23.34,22.76,20.42,34.03,30.74,25.79,20.42,19.05,20.35,20.57,19.51,19.64,17.94,19.24,17.96,20.0,16.73,14.47,15.33,14.74,14.26,14.13,14.43,14.69,13.06,14.86,13.78
488690.0,MX Nitro: Unleashed,,,,,,,3.29,6.76,4.54,2.39,1.27,1.03,1.86,1.78,0.4,0.22,0.36,0.39,0.2,0.3,0.51,0.2,0.23,0.89,1.04,0.48,0.48,0.26,0.46,0.47,0.3,0.46,0.21,0.49,0.25,0.32,0.21,0.15,0.13,0.77,0.5,0.39,0.35,0.81,0.89,0.97,0.76,0.83
489100.0,MachRace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489760.0,Demon Truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490990.0,Aiball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491110.0,Duckie Dash,,,,,,,,,,,,,,,,,,,,0.14,0.0,0.04,0.04,0.09,0.14,0.19,0.03,0.56,0.09,0.05,0.07,0.05,0.02,0.02,0.06,0.38,0.02,0.04,0.03,0.02,0.01,0.15,0.01,0.01,0.03,0.03,0.14,0.04
491280.0,Drift Horizon Online,1.12,1.18,0.93,0.62,0.56,0.81,0.69,0.51,0.61,0.45,0.31,0.28,0.42,0.43,0.27,0.45,0.31,0.17,0.2,0.44,0.59,0.37,0.56,0.67,0.61,1.39,0.84,1.09,0.6,0.64,0.26,0.81,51.67,17.47,33.18,58.13,35.23,5.29,34.42,309.28,57.71,110.29,71.11,5.25,23.05,43.22,5.28,17.93
491520.0,Zero-G VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491620.0,Beeftacular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493490.0,City Car Driving,177.64,154.07,162.1,159.78,171.96,184.14,205.17,205.84,188.42,187.12,216.46,335.63,295.76,276.05,274.69,222.22,335.72,270.97,298.67,281.4,319.74,301.65,326.93,385.17,472.2,390.07,505.91,365.47,396.84,423.18,430.2,386.06,360.18,367.74,423.97,483.82,482.45,434.23,364.66,463.26,382.63,425.31,462.93,432.02,386.28,361.84,403.55,467.89
493500.0,Bank Limit : Advanced Battle Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494580.0,STANDBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495290.0,AccuRC 2,9.6,8.66,10.93,9.87,11.7,10.05,10.09,11.08,11.66,11.24,12.7,14.39,14.86,13.75,17.73,21.37,22.55,16.31,17.89,21.38,19.96,21.77,23.48,23.59,28.55,24.76,28.91,25.75,25.52,19.79,17.92,20.76,19.82,17.9,22.87,20.9,22.55,21.85,18.13,18.43,16.81,15.32,15.9,15.25,13.54,16.12,16.43,16.62
495570.0,ConflictCraft,0.23,0.11,7.64,16.4,3.42,0.21,0.09,0.2,0.26,0.08,0.23,0.41,0.48,5.85,0.28,0.22,3.5,4.17,6.19,0.88,31.58,3.21,34.6,3.62,11.74,5.56,12.05,3.41,7.61,13.95,3.4,29.9,3.42,17.51,3.12,19.83,16.58,13.21,19.91,112.5,16.97,25.59,26.11,17.86,3.63,91.18,3.71,27.56
496160.0,Return Zero VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
